Generation,evals,avg,std,min,max,best_one,fitness_best_one
192,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
193,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
194,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
195,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
196,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
197,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
198,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
199,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
200,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
201,240,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
202,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
203,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
204,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
205,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
206,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
207,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
208,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
209,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
210,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
211,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
212,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
213,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
214,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
215,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
216,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
217,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
218,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
219,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
220,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
221,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
222,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
223,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
224,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
225,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
226,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
227,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
228,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
229,224,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
230,234,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
231,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
232,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
233,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
234,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
235,188,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
236,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
237,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
238,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
239,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
240,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
241,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
242,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
243,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
244,192,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
245,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
246,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
247,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
248,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
249,174,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
250,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
251,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
252,230,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
253,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
254,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
255,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
256,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
257,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
258,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
259,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
260,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
261,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
262,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
263,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
264,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
265,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
266,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
267,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
268,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
269,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
270,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
271,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
272,190,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
273,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
274,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
275,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
276,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
277,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
278,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
279,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
280,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
281,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
282,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
283,236,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
284,226,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
